"the_geom","BoroCode","BoroName","BoroCD","CounDist","AssemDist","StSenDist","CongDist","Name","Locker_Name","Locker Box Door","Locker Size","Address","Location","PopupInfo","Latitude","Longitude","NTAName","FEMAFldz","FEMAFldT","HrcEvac","Status"
"POINT (-73.96083494999993 40.65847651000007)","3","Brooklyn","309","40","43","20","9","Flatbush Ave and Chester Ct","GoLocker-Chester Pharmacy","33","S","614 Flatbush Ave, Brooklyn 11225","Outdoor","GoLocker","40.65847651","-73.96083495","Prospect Lefferts Gardens-Wingate","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.95295379999999 40.683101700000066)","3","Brooklyn","303","36","57","25","8","Nostrand Ave and Jefferson Ave","GoLocker-Hibbert Exterminating","6","L","460 Nostand Ave, Brooklyn NY 11216","Outdoor","GoLocker","40.6831017","-73.9529538","Bedford-Stuyvesant (West)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.93811599999998 40.68425428000006)","3","Brooklyn","303","36","56","25","8","Lafayette Av and Hancock St","Natty Garden 2","24","M","383 Marcus Garvey Blvd, Brooklyn, NY 11221","Indoor","GoLocker","40.68425428","-73.938116","Bedford-Stuyvesant (East)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.95792197999998 40.676043950000064)","3","Brooklyn","308","35","57","25","9","St Marks Av and Classon Av","GoLocker- St. Marks","9","M","500 St Marks Ave, Brooklyn, NY 11238","Outdoor","GoLocker","40.67604395","-73.95792198","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.96279774999994 40.64171275000007)","3","Brooklyn","314","40","42","21","9","E 17 St and Cortelyou Rd","GoLocker-Cortelyou Gourmet Deli","19","S","1626 Cortelyou Rd, Brooklyn 11226","Outdoor","GoLocker","40.64171275","-73.96279775","Flatbush","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.92820079999996 40.67103950000006)","3","Brooklyn","308","36","55","20","9","Sterling Pl and Buffalo Ave","GoLocker-Francena Mini Market Food","35","L","1608 Sterling Place, Brooklyn NY 11213","Outdoor","GoLocker","40.6710395","-73.9282008","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.00808176999993 40.64352783000004)","3","Brooklyn","307","43","49","17","10","6th Ave and 51st St","GoLocker- City Fresh Market","45","M","5009 6th Ave, Brooklyn, NY 11220","Outdoor","GoLocker","40.64352783","-74.00808177","Sunset Park (Central)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.89212999999995 40.75991000000005)","4","Queens","403","25","34","13","14","31 Ave and 77 St","Farm Country Supermarket","30","S","75-55 31st Ave,East Elmhurst, NY 11370","Indoor","GoLocker","40.75991","-73.89213","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD","6","Active"
"POINT (-73.94831486999993 40.66270825000004)","3","Brooklyn","309","40","43","20","9","Lefferts Ave and New York Ave","GoLocker-Lefferts Ave","8","S","393 Lefferts Ave, Brooklyn NY 11225","Outdoor","GoLocker","40.66270825","-73.94831487","Prospect Lefferts Gardens-Wingate","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.97221318999993 40.68958875000004)","3","Brooklyn","302","35","57","25","8","Dekalb Av and Carlton Av","Fort Green Food Market","8","S","186 DeKalb Ave, Brooklyn, NY 11205","Indoor","GoLocker","40.68958875","-73.97221319","Fort Greene","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.98421959999996 40.61169932000007)","3","Brooklyn","311","43","47","17","11","Bay Pkwy and Bay Ridge Ave","GoLocker- Repairs Bay","15","M","6908 Bay Pkwy, Brooklyn, NY 11204","Indoor","GoLocker","40.61169932","-73.9842196","Bensonhurst","X","AREA OF MINIMAL FLOOD HAZARD","6","Active"
"POINT (-74.00473999999997 40.623060000000066)","3","Brooklyn","310","38","49","17","11","13 Ave and 70 St","GoLocker- Superfresh- Dyker Heights","22","S","7002 13th Ave Brooklyn NY 11228","Outdoor","GoLocker","40.62306","-74.00474","Dyker Heights","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.94052126999998 40.71759430000003)","3","Brooklyn","301","34","53","18","7","Kingsland Ave and Withers Ave","GoLocker-Fantasy Deli Grocery","13","S","49 Kingsland Ave, Brooklyn NY 11211","Outdoor","GoLocker","40.7175943","-73.94052127","East Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.00619684999998 40.60410735000005)","3","Brooklyn","311","38","47","17","11","18 Ave and Bath Ave","GoLocker-MGM Deli and Grocery","25","M","1769 Bath Ave, Brooklyn 11214","Outdoor","GoLocker","40.60410735","-74.00619685","Bath Beach","X","AREA OF MINIMAL FLOOD HAZARD","6","Active"
"POINT (-73.91612262999996 40.74076491000005)","4","Queens","402","26","37","12","7","49th St and 47th Av","Cosmopolitan Houses- Sunnyside","31","S","47-01 49th Street,Queens, NY 11377","Outdoor","GoLocker","40.74076491","-73.91612263","Sunnyside","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.92052076999994 40.74186858000007)","4","Queens","402","26","37","12","7","Greenpoint Av and 47th Av","GoLocker - Green Valley Sunnyside","53","S","44-01 Greenpoint Ave, Long Island City, NY 11104","Outdoor","GoLocker","40.74186858","-73.92052077","Sunnyside","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.96408549999995 40.59841620000003)","3","Brooklyn","315","48","45","22","8","Coney Island Ave and Avenue U","GoLocker-Quick Shoppy","2","S","2404 Coney Island Ave, Brooklyn NY 11223","Outdoor","GoLocker","40.5984162","-73.9640855","Gravesend (East)-Homecrest","X","AREA OF MINIMAL FLOOD HAZARD","3","Active"
"POINT (-73.96987256999995 40.643639800000074)","3","Brooklyn","314","39","44","21","9","Coney Island Ave and Beverly Rd","GoLocker-Deli and Grill Corner Town","6","L","563 Coney Island Ave, Brooklyn NY 11218","Outdoor","GoLocker","40.6436398","-73.96987257","Flatbush (West)-Ditmas Park-Parkville","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.96555459999996 40.606740700000046)","3","Brooklyn","315","44","45","22","9","Kings Hwy and E 10 St","GoLocker-Kings Flaming Grill","9","S","924 Kings Hwy, Brooklyn NY 11223","Outdoor","GoLocker","40.6067407","-73.9655546","Gravesend (East)-Homecrest","X","AREA OF MINIMAL FLOOD HAZARD","5","Active"
"POINT (-73.98083796999998 40.728865330000076)","1","Manhattan","103","2","74","27","10","E 12th St and Avenue A","GoLocker 508","13","M","508  East 12th St, Newyork, NY 10009","Indoor","GoLocker","40.72886533","-73.98083797","East Village","X","AREA OF MINIMAL FLOOD HAZARD","2","Active"
"POINT (-74.02809999999994 40.63166000000007)","3","Brooklyn","310","47","46","26","11","3 Ave and Bay Ridge Pkwy","GoLocker- KeyFood- Bay Ridge","25","M","7414 3rd Ave Brooklyn NY 11209","Outdoor","GoLocker","40.63166","-74.0281","Bay Ridge","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.95003946999998 40.72401312000005)","3","Brooklyn","301","33","50","59","7","Nassau Ave and Leonard St","GoLocker- Murawski Pharmacy","12","S","94-98 Nassau Ave, Brooklyn, NY 11222","Indoor","GoLocker","40.72401312","-73.95003947","Greenpoint","X","AREA OF MINIMAL FLOOD HAZARD","4","Active"
"POINT (-73.97827769999998 40.63101040000004)","3","Brooklyn","312","44","48","22","9","18 Ave and Seton Pl","GoLocker-Atlas Express","29","S","4219 18 Ave, Brooklyn NY 11218","Indoor","GoLocker","40.6310104","-73.9782777","Borough Park","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.93811599999998 40.68425428000006)","3","Brooklyn","303","36","56","25","8","Lafayette Av and Hancock St","Natty Garden 2","15","M","383 Marcus Garvey Blvd, Brooklyn, NY 11221","Indoor","GoLocker","40.68425428","-73.938116","Bedford-Stuyvesant (East)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.98847969999997 40.616736900000035)","3","Brooklyn","311","43","49","17","11","20 Ave and 65 St","GoLocker-Hot Bagel","17","S","6424 20th Ave, Brooklyn NY 11204","Outdoor","GoLocker","40.6167369","-73.9884797","Bensonhurst","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.94831486999993 40.66270825000004)","3","Brooklyn","309","40","43","20","9","Lefferts Ave and New York Ave","GoLocker-Lefferts Ave","10","S","393 Lefferts Ave, Brooklyn NY 11225","Outdoor","GoLocker","40.66270825","-73.94831487","Prospect Lefferts Gardens-Wingate","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.02484515999998 40.62449916000003)","3","Brooklyn","310","47","46","26","11","5 Ave and 82 St","GoLocker-82nd Deli and Grocery","23","S","8126 5 Ave, Brooklyn NY 11209","Outdoor","GoLocker","40.62449916","-74.02484516","Bay Ridge","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.92412426999994 40.770662730000026)","4","Queens","401","22","36","59","14","Newtown Av and Crescent St","GoLocker- Newtown","51","S","2330 Newtown Ave, Long Island City, NY 11102","Outdoor","GoLocker","40.77066273","-73.92412427","Astoria (Central)","X","AREA OF MINIMAL FLOOD HAZARD","6","Active"
"POINT (-73.96192943999995 40.67831339000003)","3","Brooklyn","308","35","57","25","9","Grand Ave and Bergen St","GoLocker-GB Collision Center","20","M","569 Grand Ave, Brooklyn NY 11238","Outdoor","GoLocker","40.67831339","-73.96192944","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.91719999999998 40.758317900000065)","4","Queens","401","22","36","12","14","Broadway and 42nd Street","GoLocker-42-03 Broadway","26","S","42-03 Broadway, Long Island City, NY 11103","Outdoor","GoLocker","40.7583179","-73.9172","Astoria (East)-Woodside (North)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.03019782999996 40.62514951000003)","3","Brooklyn","310","47","46","26","11","3 Ave and 84 St","GoLocker- iFix- Bay Ridge","12","S","8319 3rd Ave,Brooklyn, NY 11209","Indoor","GoLocker","40.62514951","-74.03019783","Bay Ridge","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.96377946999996 40.63576648000003)","3","Brooklyn","314","40","42","21","9","Newkirk Av and Rugby Rd","GoLocker- Clean n Green","32","S","1417 Newkirk Ave,Brooklyn, NY 11226","Indoor","GoLocker","40.63576648","-73.96377947","Flatbush (West)-Ditmas Park-Parkville","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.01109999999994 40.629200000000026)","3","Brooklyn","310","38","49","17","11","Fort Hamilton Pkwy and 68 St","GoLocker- 6723 Convenience Store","11","S","6723 Fort Hamilton Parkway Brooklyn NY 11219","Indoor","GoLocker","40.6292","-74.0111","Dyker Heights","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.01125527999994 40.63760442000006)","3","Brooklyn","307","43","49","17","10","59 St and 7 Ave","GoLocker-You Fresh Mart","34","S","5822 7th Ave, Brooklyn NY 11220","Outdoor","GoLocker","40.63760442","-74.01125528","Sunset Park (Central)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.98421959999996 40.61169932000007)","3","Brooklyn","311","43","47","17","11","Bay Pkwy and Bay Ridge Ave","GoLocker- Repairs Bay","10","S","6908 Bay Pkwy, Brooklyn, NY 11204","Indoor","GoLocker","40.61169932","-73.9842196","Bensonhurst","X","AREA OF MINIMAL FLOOD HAZARD","6","Active"
"POINT (-73.95645399999995 40.65496444000007)","3","Brooklyn","314","40","43","20","9","Bedford Av and Clarkson Av","Ideal Food Basket- Bedford Ave","43","S","2036 Bedford Ave, Brooklyn, NY 11226","Outdoor","GoLocker","40.65496444","-73.956454","Flatbush","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.97567478999997 40.631250410000064)","3","Brooklyn","314","40","48","22","9","18 Ave and Seton Pl","GoLocker-Infinity Wireless","23","S","4219 18 Ave, Brooklyn NY 11218","Indoor","GoLocker","40.63125041","-73.97567479","Flatbush (West)-Ditmas Park-Parkville","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.97836999999998 40.605030000000056)","3","Brooklyn","311","43","47","17","9","Kings Hwy and W 5 St","GoLocker- KeyFood- Gravesend","24","L","319 Kings Highway Brooklyn NY 11223","Outdoor","GoLocker","40.60503","-73.97837","Gravesend (West)","X","AREA OF MINIMAL FLOOD HAZARD","5","Active"
"POINT (-73.95317831999995 40.57943116000007)","3","Brooklyn","315","48","45","23","8","Ocean View Ave and West End Ave","GoLocker-Bottega Good Flowers","27","S","97 West End Ave, Brooklyn NY 11235","Outdoor","GoLocker","40.57943116","-73.95317832","Sheepshead Bay-Manhattan Beach-Gerritsen Beach","AE",,"1","Active"
"POINT (-73.96484999999996 40.58176490000005)","3","Brooklyn","313","48","46","23","8","Neptune Ave and Brighton 7 St","GoLocker-Eastern Grocery","5","S","231 Neptune Ave,Brooklyn NY 11235","Outdoor","GoLocker","40.5817649","-73.96485","Brighton Beach","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1","Active"
"POINT (-73.91223299999996 40.76820780000003)","4","Queens","401","22","36","12","14","Steinway St and Astoria Blvd S","GoLocker- RMA Super Laundromat","18","S","24-46 Steinway Street, Astoria, NY 11103","Indoor","GoLocker","40.7682078","-73.912233","Astoria (East)-Woodside (North)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.89212999999995 40.75991000000005)","4","Queens","403","25","34","13","14","31 Ave and 77 St","Farm Country Supermarket","15","M","75-55 31st Ave,East Elmhurst, NY 11370","Indoor","GoLocker","40.75991","-73.89213","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD","6","Active"
"POINT (-74.02484515999998 40.62449916000003)","3","Brooklyn","310","47","46","26","11","5 Ave and 82 St","GoLocker-82nd Deli and Grocery","10","S","8126 5 Ave, Brooklyn NY 11209","Outdoor","GoLocker","40.62449916","-74.02484516","Bay Ridge","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.00473999999997 40.623060000000066)","3","Brooklyn","310","38","49","17","11","13 Ave and 70 St","GoLocker- Superfresh- Dyker Heights","25","M","7002 13th Ave Brooklyn NY 11228","Outdoor","GoLocker","40.62306","-74.00474","Dyker Heights","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.96484999999996 40.58176490000005)","3","Brooklyn","313","48","46","23","8","Neptune Ave and Brighton 7 St","GoLocker-Eastern Grocery","26","S","231 Neptune Ave,Brooklyn NY 11235","Outdoor","GoLocker","40.5817649","-73.96485","Brighton Beach","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1","Active"
"POINT (-73.97827769999998 40.63101040000004)","3","Brooklyn","312","44","48","22","9","18 Ave and Seton Pl","GoLocker-Atlas Express","3","S","4219 18 Ave, Brooklyn NY 11218","Indoor","GoLocker","40.6310104","-73.9782777","Borough Park","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.98083796999998 40.728865330000076)","1","Manhattan","103","2","74","27","10","E 12th St and Avenue A","GoLocker 508","5","M","508  East 12th St, Newyork, NY 10009","Indoor","GoLocker","40.72886533","-73.98083797","East Village","X","AREA OF MINIMAL FLOOD HAZARD","2","Active"
"POINT (-74.00619684999998 40.60410735000005)","3","Brooklyn","311","38","47","17","11","18 Ave and Bath Ave","GoLocker-MGM Deli and Grocery","10","S","1769 Bath Ave, Brooklyn 11214","Outdoor","GoLocker","40.60410735","-74.00619685","Bath Beach","X","AREA OF MINIMAL FLOOD HAZARD","6","Active"
"POINT (-73.95130156999994 40.650661470000045)","3","Brooklyn","317","40","42","21","9","Church Ave and Lloyd St","GoLocker-Discount Furniture Inc.","22","S","2802 Church Ave, Brooklyn, NY 11226","Outdoor","GoLocker","40.65066147","-73.95130157","East Flatbush-Erasmus","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.94364299999995 40.83671675000005)","1","Manhattan","112","7","71","31","13","W 161st St and Broadway","GoLocker W 161 Street","31","S","600 W 161st St, New York, NY 10032","Outdoor","GoLocker","40.83671675","-73.943643","Washington Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.95130156999994 40.650661470000045)","3","Brooklyn","317","40","42","21","9","Church Ave and Lloyd St","GoLocker-Discount Furniture Inc.","7","M","2802 Church Ave, Brooklyn, NY 11226","Outdoor","GoLocker","40.65066147","-73.95130157","East Flatbush-Erasmus","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.98847969999997 40.616736900000035)","3","Brooklyn","311","43","49","17","11","20 Ave and 65 St","GoLocker-Hot Bagel","32","S","6424 20th Ave, Brooklyn NY 11204","Outdoor","GoLocker","40.6167369","-73.9884797","Bensonhurst","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.95393796999997 40.71039021000007)","3","Brooklyn","301","34","53","18","7","E 17 St and Church Ave","GoLocker-Downtown Natural Market","21","M","1701 Church Ave, Brooklyn NY 11226","Outdoor","GoLocker","40.71039021","-73.95393797","Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD","5","Active"
"POINT (-74.00298533999995 40.61740751000008)","3","Brooklyn","311","38","49","17","11","15 Ave and Bay Ridge Pkwy","GoLocker-15th Ave Deli","4","S","7501 15 Ave, Brooklyn NY 11228","Outdoor","GoLocker","40.61740751","-74.00298534","Bensonhurst","X","AREA OF MINIMAL FLOOD HAZARD","6","Active"
"POINT (-73.91719999999998 40.758317900000065)","4","Queens","401","22","36","12","14","Broadway and 42nd Street","GoLocker-42-03 Broadway","10","S","42-03 Broadway, Long Island City, NY 11103","Outdoor","GoLocker","40.7583179","-73.9172","Astoria (East)-Woodside (North)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.92355449999997 40.73937840000008)","4","Queens","402","26","37","12","7","44 St and 48 Ave","GoLocker-C&A Grocery","9","S","4806 46 St, Sunnyside NY 11377","Outdoor","GoLocker","40.7393784","-73.9235545","Sunnyside","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.93933828999997 40.69122557000003)","3","Brooklyn","303","36","56","25","8","Lafayette Av and Marcus Garvey Blvd","Ideal Food Basket- Lafayette Ave","28","S","830 Lafayette Ave, Brooklyn, NY 11221","Outdoor","GoLocker","40.69122557","-73.93933829","Bedford-Stuyvesant (East)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.97836999999998 40.605030000000056)","3","Brooklyn","311","43","47","17","9","Kings Hwy and W 5 St","GoLocker- KeyFood- Gravesend","22","S","319 Kings Highway Brooklyn NY 11223","Outdoor","GoLocker","40.60503","-73.97837","Gravesend (West)","X","AREA OF MINIMAL FLOOD HAZARD","5","Active"
"POINT (-73.92177219999996 40.68985630000003)","3","Brooklyn","304","37","54","18","7","Bushwick Ave and Woodbine St","GoLocker-Bushwick Organic Deli 2","3","S","1104 Bushwick Ave, Brooklyn NY 11221","Outdoor","GoLocker","40.6898563","-73.9217722","Bushwick (East)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.91223299999996 40.76820780000003)","4","Queens","401","22","36","12","14","Steinway St and Astoria Blvd S","GoLocker- RMA Super Laundromat","5","M","24-46 Steinway Street, Astoria, NY 11103","Indoor","GoLocker","40.7682078","-73.912233","Astoria (East)-Woodside (North)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.88959806999998 40.74910896000006)","4","Queens","403","25","39","13","6","37th Av and 77th St","GoLocker- Foodtown Jackson Heights","58","S","76-10 37th Ave, Jackson Heights, NY 11372","Outdoor","GoLocker","40.74910896","-73.88959807","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.94415320999997 40.71270958000008)","3","Brooklyn","301","34","50","18","7","Graham Av and Powers St","Lavanderia Express IV","2","S","287 Graham Ave, Brooklyn, NY 11211","Indoor","GoLocker","40.71270958","-73.94415321","East Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.99326999999994 40.68243000000007)","3","Brooklyn","306","39","52","26","10","Smith St and Sackett St","MobiCompu Repair","24","L","279 Smith St,Brooklyn, NY 11231","Indoor","GoLocker","40.68243","-73.99327","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","X","AREA OF MINIMAL FLOOD HAZARD","5","Active"
